"DATE","BALANCE"
"2020-10-08",103243697.457774
"2020-10-07",97197150.219611
"2020-10-06",91760458.1637045
"2020-10-05",87303390.7317196
"2020-10-04",68826165.1029483
"2020-10-03",60797634.4009055
"2020-10-02",52286339.209305
"2020-10-01",38310213.6406483
"2020-09-30",31645553.8074389
"2020-09-29",26408711.1108907
"2020-09-28",26401443.5511362
"2020-09-27",25201363.5271936
"2020-09-26",25201363.5271936
"2020-09-25",25201360.5266342
"2020-09-24",26401360.5260211
"2020-09-23",25201250.6233426
"2020-09-22",24401151.6219326
"2020-09-21",24401112.6209903
"2020-09-20",24401112.6209903
"2020-09-19",24401112.6209903
"2020-09-18",24401112.6209903
"2020-09-17",24001112.6194525
"2020-09-16",21600922.6160259
"2020-09-15",19600748.6108558
"2020-09-14",19200718.6097209
"2020-09-13",19200716.1091807
"2020-09-12",19200741.1076643
"2020-09-11",19200741.1076643
"2020-09-10",27600708.0978549
"2020-09-09",27200648.0968478
"2020-09-08",25200616.8458315
"2020-09-07",24800586.8441958
"2020-09-06",22400524.8428277
"2020-09-05",22436524.8358826
"2020-09-04",20836396.533493
"2020-09-03",33365.512434932
"2020-09-02",27304.50818914
"2020-09-01",15181.005067522
"2020-08-31",15181.005067522
"2020-08-30",15181.005067522
"2020-08-29",15181.005067522
"2020-08-28",15151.003801299
"2020-08-27",9090.001659049
"2020-08-26",6060.000806392
"2020-08-25",3030
